unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value
550013,375,Nitrogen dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),Annual Average 2017,2017-01-01,25.14
602968,375,Nitrogen dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Winter 2017-18,2017-12-01,25.23
411081,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,Sheepshead Bay (CD15),Summer 2016,2016-06-01,7.66
170265,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,401,Long Island City and Astoria (CD1),Annual Average 2010,2009-12-01,9.43
817118,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,412,Jamaica and Hollis (CD12),2019,2019-01-01,36.335526
177849,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,501,Port Richmond,Summer 2010,2010-06-01,11.74
168457,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105,Midtown (CD5),Winter 2009-10,2009-12-01,15.77
130378,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,306,Chelsea - Clinton,2005-2007,2005-01-01,57.5
131127,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,105,Crotona -Tremont,2005-2007,2005-01-01,36.0
628512,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,310,Lower Manhattan,2015-2017,2015-01-01,19.2
823390,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403,Flushing - Clearview,Annual Average 2022,2022-01-01,5.853685998
151614,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,502,Stapleton - St. George,2009-2011,2009-01-01,9.5
211783,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Annual Average 2014,2013-12-01,30.96
643446,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Winter 2018-19,2018-12-01,18.32
169484,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,305,East New York and Starrett City (CD5),Summer 2012,2012-06-01,10.38
628391,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,103,Fordham - Bronx Pk,2015-2017,2015-01-01,41.4
410752,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106,High Bridge - Morrisania,Annual Average 2016,2015-12-31,8.16
338244,386,Ozone (O3),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2015,2015-06-01,31.37
410772,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206,Borough Park,Summer 2016,2016-06-01,8.08
177282,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211,Williamsburg - Bushwick,Winter 2011-12,2011-12-01,11.01
172082,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,Summer 2009,2009-06-01,15.22
550129,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2017,2017-06-01,13.77
170279,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501,St. George and Stapleton (CD1),Annual Average 2010,2009-12-01,8.87
411077,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,314,Flatbush and Midwood (CD14),Winter 2015-16,2015-12-01,8.12
170233,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,111,East Harlem (CD11),Annual Average 2010,2009-12-01,10.41
179658,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,1,Bronx,Annual Average 2012,2011-12-01,9.54
178500,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211,Williamsburg - Bushwick,Annual Average 2011,2010-12-01,10.88
549854,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404,Bayside - Little Neck,Annual Average 2017,2017-01-01,16.59
216359,386,Ozone (O3),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Summer 2012,2012-06-01,35.25
172678,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Annual Average 2011,2010-12-01,19.28
151668,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,3,Manhattan,2005,2005-01-01,108.400728
876912,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Summer 2023,2023-06-01,12.91683936
741299,375,Nitrogen dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Summer 2021,2021-06-01,5.085557968
221917,386,Ozone (O3),Mean,ppb,UHF34,403,Flushing - Clearview,Summer 2011,2011-06-01,33.92
168551,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,Brownsville (CD16),Winter 2010-11,2010-12-01,12.7
669871,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210,Throgs Neck and Co-op City (CD10),Annual Average 2020,2020-01-01,6.07
336801,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Winter 2014-15,2014-12-01,26.6
603010,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Winter 2017-18,2017-12-01,27.06
549834,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Winter 2016-17,2016-12-01,34.66
649818,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206,Borough Park,Winter 2018-19,2018-12-01,6.93
649735,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2019,2019-01-01,10.09
172131,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2010,2010-06-01,33.01
174235,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408,Jamaica,Annual Average 2012,2011-12-01,8.48
167598,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Annual Average 2010,2009-12-01,23.96
549331,386,Ozone (O3),Mean,ppb,UHF42,105,Crotona -Tremont,Summer 2017,2017-06-01,27.8
742317,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206,Borough Park,Annual Average 2021,2021-01-01,6.43137482
169422,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2011,2011-06-01,12.23
334207,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,109,Morningside Heights and Hamilton Heights (CD9),Annual Average 2015,2015-01-01,9.44
823350,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,101,Financial District (CD1),Winter 2021-22,2021-12-01,8.160618669
177865,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206,Borough Park,Summer 2011,2011-06-01,11.34
669637,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409,Southeast Queens,Annual Average 2020,2020-01-01,5.78
874521,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,104,Clinton and Chelsea (CD4),Annual Average 2023,2023-01-01,7.835329515
649943,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205,Fordham and University Heights (CD5),Summer 2019,2019-06-01,8.31
649835,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301,Washington Heights,Summer 2019,2019-06-01,8.17
817316,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,404,Elmhurst and Corona (CD4),2019,2019-01-01,4.882639
175446,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Winter 2012-13,2012-12-01,26.15
221895,386,Ozone (O3),Mean,ppb,UHF34,303,East Harlem,Summer 2013,2013-06-01,28.87
825771,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Annual Average 2022,2022-01-01,17.99691841
179742,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,207,East Flatbush - Flatbush,2015,2015-01-01,33.2
179348,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Summer 2010,2010-06-01,19.42
667646,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Winter 2019-20,2019-12-01,21.25
173246,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403,Flushing - Clearview,Winter 2012-13,2012-12-01,9.89
667065,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Summer 2020,2020-06-01,13.0
667431,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Summer 2020,2020-06-01,12.85
151402,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,302,Central Harlem - Morningside Heights,2009-2011,2009-01-01,4.3
412085,386,Ozone (O3),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Summer 2016,2016-06-01,32.58
173608,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206,Borough Park,Summer 2009,2009-06-01,10.77
817276,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,302,Fort Greene and Brooklyn Heights (CD2),2019,2019-01-01,9.066414
151543,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,210,Coney Island - Sheepshead Bay,2009-2011,2009-01-01,8.1
816901,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,5,Staten Island,2019,2019-01-01,22.93806
173661,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,306308,Chelsea-Village,Summer 2010,2010-06-01,14.42
171725,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2012-13,2012-12-01,20.62
742196,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Summer 2021,2021-06-01,8.970120104
874562,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408,Jamaica,Summer 2023,2023-06-01,8.721684896
179511,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4,Queens,Winter 2011-12,2011-12-01,8.8
177331,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Winter 2012-13,2012-12-01,15.0
817121,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,414,Rockaway and Broad Channel (CD14),2010,2010-01-01,16.433975
650961,386,Ozone (O3),Mean,ppb,UHF42,502,Stapleton - St. George,Summer 2019,2019-06-01,29.1
518918,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,403,Flushing - Clearview,2012-2014,2012-01-02,29.26451621
412079,386,Ozone (O3),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Summer 2016,2016-06-01,31.29
213597,375,Nitrogen dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Annual Average 2014,2013-12-01,20.2
176610,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Annual Average 2011,2010-12-01,25.75
799779,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,UHF42,107,Hunts Point - Mott Haven,2014,2014-01-01,1.060250229
817008,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,504,South Beach - Tottenville,2019,2019-01-01,12.052576
667197,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Summer 2020,2020-06-01,19.29
176598,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,106,High Bridge - Morrisania,Annual Average 2011,2010-12-01,26.67
211765,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,206,Borough Park,Annual Average 2014,2013-12-01,20.41
669850,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2,Brooklyn,Annual Average 2020,2020-01-01,6.12
549337,386,Ozone (O3),Mean,ppb,UHF42,204,East New York,Summer 2017,2017-06-01,30.9
742197,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Annual Average 2021,2021-01-01,6.989881539
828083,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,305,Upper East Side,2017-2019,2017-01-01,1.0
550035,375,Nitrogen dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Winter 2016-17,2016-12-01,27.46
131297,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,403,Flushing - Clearview,2005-2007,2005-01-01,11.3
670954,386,Ozone (O3),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Summer 2020,2020-06-01,28.54
216402,386,Ozone (O3),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Summer 2013,2013-06-01,31.54
816996,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,408,Jamaica,2019,2019-01-01,45.288368
670979,386,Ozone (O3),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Summer 2020,2020-06-01,28.49
549968,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Annual Average 2017,2017-01-01,27.51
213972,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,Flatlands and Canarsie (CD18),Summer 2014,2014-06-01,8.21
336630,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,201,Greenpoint,Winter 2014-15,2014-12-01,26.82
878222,386,Ozone (O3),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Summer 2023,2023-06-01,29.05630081
211555,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Winter 2013-14,2013-12-01,25.82
667316,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Winter 2019-20,2019-12-01,21.91
130773,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,503,Willowbrook,2005,2005-01-01,2.3
629046,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,406,Fresh Meadows,2015-2017,2015-01-01,2.5
131320,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,106,High Bridge - Morrisania,2005-2007,2005-01-01,18.5
827063,386,Ozone (O3),Mean,ppb,UHF34,402,West Queens,Summer 2022,2022-06-01,33.5625397
827390,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,410,Rockaways,2017-2019,2017-01-01,33.0
338176,386,Ozone (O3),Mean,ppb,UHF42,105,Crotona -Tremont,Summer 2015,2015-06-01,29.65
412563,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Summer 2016,2016-06-01,14.25
741122,375,Nitrogen dioxide (NO2),Mean,ppb,Citywide,1,New York City,Summer 2021,2021-06-01,11.06293137
799867,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,Borough,5,Staten Island,2014,2014-01-01,1.283186
742321,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,Winter 2020-21,2020-12-01,6.551944631
741296,375,Nitrogen dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Summer 2021,2021-06-01,8.146352927
177252,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,402,West Queens,Winter 2010-11,2010-12-01,13.05
165897,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Winter 2010-11,2010-12-01,30.64
602967,375,Nitrogen dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Summer 2018,2018-06-01,14.61
518869,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,402,West Queens,2012-2014,2012-01-02,8.840456996
177269,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105,Crotona -Tremont,Winter 2011-12,2011-12-01,11.03
176549,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,Willowbrook,Annual Average 2009,2008-12-01,17.49
827609,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,310,Lower Manhattan,2017-2019,2017-01-01,4.0
878199,386,Ozone (O3),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Summer 2023,2023-06-01,36.15812507
170283,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,102,Greenwich Village and Soho (CD2),Annual Average 2011,2010-12-01,12.08
412117,386,Ozone (O3),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2016,2016-06-01,33.76
649890,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107,South Bronx,Winter 2018-19,2018-12-01,7.91
643313,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,4,Queens,Summer 2019,2019-06-01,13.06
741204,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Annual Average 2021,2021-01-01,17.87566761
167711,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Annual Average 2012,2011-12-01,24.81
174151,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,205,Sunset Park,Annual Average 2010,2009-12-01,10.21
876850,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Winter 2022-23,2022-12-01,21.93219192
169457,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,102,Greenwich Village and Soho (CD2),Summer 2012,2012-06-01,12.15
547606,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103,Lower East Side and Chinatown (CD3),Annual Average 2017,2017-01-01,8.4
175948,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2010,2010-06-01,31.27
131483,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,307,Gramercy Park - Murray Hill,2009-2011,2009-01-01,12.9
823345,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,102,Greenwich Village and Soho (CD2),Annual Average 2022,2022-01-01,8.421173133
222427,386,Ozone (O3),Mean,ppb,UHF42,105,Crotona -Tremont,Summer 2011,2011-06-01,31.46
827586,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,105,Crotona -Tremont,2017-2019,2017-01-01,13.0
151734,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,209,Bensonhurst - Bay Ridge,2005,2005-01-01,2.164276
628463,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,309,Union Square - Lower East Side,2015-2017,2015-01-01,102.2
823221,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408,Jamaica,Winter 2021-22,2021-12-01,6.62032068
518698,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,103,Fordham - Bronx Pk,2012-2014,2012-01-02,4.2
131384,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,304,Upper West Side,2009-2011,2009-01-01,25.5
169300,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210,Throgs Neck and Co-op City (CD10),Summer 2009,2009-06-01,10.37
741049,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Winter 2020-21,2020-12-01,22.76288546
643327,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Annual Average 2019,2019-01-01,15.47
549831,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Winter 2016-17,2016-12-01,32.93
827575,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",Borough,2,Brooklyn,2017-2019,2017-01-01,35.0
549392,386,Ozone (O3),Mean,ppb,UHF34,407,Southwest Queens,Summer 2017,2017-06-01,31.16
874535,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107,South Bronx,Summer 2023,2023-06-01,9.409821191
165799,375,Nitrogen dioxide (NO2),Mean,ppb,CD,102,Greenwich Village and Soho (CD2),Winter 2009-10,2009-12-01,33.64
211779,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,407,Southwest Queens,Annual Average 2014,2013-12-01,19.19
167511,375,Nitrogen dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Annual Average 2009,2008-12-01,31.8
175259,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Winter 2008-09,2008-12-01,30.02
173168,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,Winter 2010-11,2010-12-01,11.81
213607,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Annual Average 2014,2013-12-01,20.33
211686,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,503504,Southern SI,Summer 2014,2014-06-01,8.32
667111,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Annual Average 2020,2020-01-01,17.1
176690,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Annual Average 2013,2012-12-01,20.57
628924,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,201,Greenpoint,2015-2017,2015-01-01,27.6
130833,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",Borough,4,Queens,2005-2007,2005-01-01,80.8
602760,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Summer 2018,2018-06-01,16.9
799805,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,UHF42,405,Ridgewood - Forest Hills,2014,2014-01-01,0.998568288
412817,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Winter 2015-16,2015-12-01,22.56
549387,386,Ozone (O3),Mean,ppb,UHF34,304,Upper West Side,Summer 2017,2017-06-01,25.57
874489,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302,Central Harlem - Morningside Heights,Annual Average 2023,2023-01-01,6.918861081
827616,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,407,Southwest Queens,2017-2019,2017-01-01,5.0
876931,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Winter 2022-23,2022-12-01,25.83280383
874896,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304,Bushwick (CD4),Annual Average 2023,2023-01-01,7.108952649
669573,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,109,Morningside Heights and Hamilton Heights (CD9),Annual Average 2020,2020-01-01,6.3
547549,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304,Upper West Side,Annual Average 2017,2017-01-01,8.33
172630,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Annual Average 2010,2009-12-01,27.07
740928,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Annual Average 2021,2021-01-01,18.02899745
412682,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Winter 2015-16,2015-12-01,25.49
412802,375,Nitrogen dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Winter 2015-16,2015-12-01,22.63
174196,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401,Long Island City - Astoria,Annual Average 2011,2010-12-01,11.02
649784,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503,Willowbrook,Summer 2019,2019-06-01,7.39
336833,375,Nitrogen dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Summer 2015,2015-06-01,13.99
